"","employee_id","gender","age","education","department","job_level","years_experience","salary","bonus","performance_rating","date_joined","location","tenure_years","attrition_flag","base_salary","variable_pay","total_compensation","employee_satisfaction","work_life_balance_score","training_hours","certifications_count","absences_last_year","hours_worked_per_week","salary_bucket","experience_bucket","hours_bin","wlb_bin"
"296","E0296","Male",23,"Bachelors","Sales",2,1,688000,41300,3,2019-04-19,"Mumbai",5.7,"No",550800,137200,729300,2,5,60,0,3,31,"Low","0–5","<=35","4–5"
"297","E0297","Other",31,"High School","Sales",4,9,1860000,453100,4,2015-07-22,"Mumbai",9.5,"No",1622700,237300,2313100,4,6,49,3,8,37,"High","6–10","36–40","6–7"
"298","E0298","Female",25,"Masters","R&D",2,1,1167000,90400,3,2022-04-23,"Bangalore",2.7,"No",1015800,151200,1257400,8,10,38,2,1,43,"Medium","0–5","41–45","8–10"
"299","E0299","Female",31,"High School","Operations",3,9,1076000,193600,4,2010-07-18,"Pune",14.5,"No",939500,136500,1269600,8,3,19,0,3,36,"Medium","6–10","36–40","1–3"
"300","E0300","Male",32,"Masters","R&D",4,8,1936000,459200,4,2015-05-18,"Bangalore",9.6,"No",1604400,331600,2395200,8,8,35,2,3,47,"High","6–10","46–50","8–10"
"301","E0301","Male",28,"Bachelors","Finance",2,3,782000,62300,3,2013-05-12,"Delhi",11.6,"No",588100,193900,844300,8,6,48,1,2,47,"Low","0–5","46–50","6–7"
"302","E0302","Female",24,"Masters","R&D",3,0,1343000,137900,3,2024-03-24,"Hyderabad",0.8,"No",1148300,194700,1480900,7,5,31,1,1,43,"High","0–5","41–45","4–5"
"303","E0303","Male",23,"Masters","IT",3,0,1391000,155700,3,2011-07-23,"Hyderabad",13.5,"Yes",1068500,322500,1546700,6,5,39,0,2,42,"High","0–5","41–45","4–5"
"304","E0304","Male",31,"High School","Operations",1,9,521000,18900,3,2017-06-30,"Hyderabad",7.5,"No",408600,112400,539900,9,6,40,0,6,41,"Low","6–10","41–45","6–7"
"305","E0305","Male",36,"Masters","Marketing",4,13,1906000,397400,3,2014-12-07,"Delhi",10.1,"No",1534500,371500,2303400,4,4,50,0,4,34,"High","11–20","<=35","4–5"
"306","E0306","Male",28,"Masters","IT",3,3,1572000,168500,3,2014-03-12,"Delhi",10.8,"No",1381300,190700,1740500,7,8,43,2,4,48,"High","0–5","46–50","8–10"
"307","E0307","Female",21,"Bachelors","Operations",1,0,411000,16900,2,2015-12-25,"Hyderabad",9,"No",340300,70700,427900,7,6,33,0,6,39,"Low","0–5","36–40","6–7"
"308","E0308","Female",26,"Bachelors","Operations",1,2,586000,46000,4,2011-07-04,"Mumbai",13.5,"No",448200,137800,632000,7,6,19,5,4,39,"Low","0–5","36–40","6–7"
"309","E0309","Female",25,"Masters","HR",2,2,869000,87600,4,2022-03-17,"Delhi",2.8,"No",745600,123400,956600,8,10,59,1,3,52,"Medium","0–5","50+","8–10"
"310","E0310","Male",31,"Bachelors","Sales",3,7,1152000,236700,5,2020-04-12,"Mumbai",4.7,"No",1033700,118300,1388700,6,4,47,0,8,50,"Medium","6–10","46–50","4–5"
"311","E0311","Female",25,"Bachelors","Operations",2,2,929000,64300,3,2014-02-02,"Pune",10.9,"No",717100,211900,993300,5,2,68,1,6,41,"Medium","0–5","41–45","1–3"
"312","E0312","Female",21,"Bachelors","IT",1,0,411000,14400,2,2014-10-24,"Delhi",10.2,"No",334700,76300,425400,7,5,44,0,0,49,"Low","0–5","46–50","4–5"
"313","E0313","Male",29,"High School","Sales",2,5,612000,32100,2,2010-03-31,"Mumbai",14.8,"No",532400,79600,644100,8,9,24,2,6,37,"Low","0–5","36–40","8–10"
"314","E0314","Female",35,"Bachelors","Operations",4,13,2035000,351000,3,2013-07-31,"Mumbai",11.4,"No",1550700,484300,2386000,7,8,59,2,3,36,"High","11–20","36–40","8–10"
"315","E0315","Female",37,"Masters","Operations",3,10,1163000,244200,5,2024-01-21,"Mumbai",0.9,"No",953300,209700,1407200,6,8,37,2,4,47,"Medium","6–10","46–50","8–10"
"316","E0316","Male",21,"Bachelors","R&D",2,0,926000,66400,3,2016-01-25,"Chennai",8.9,"No",715100,210900,992400,2,5,30,1,3,44,"Medium","0–5","41–45","4–5"
"317","E0317","Male",33,"High School","IT",4,10,1924000,316600,3,2020-01-23,"Pune",4.9,"No",1479800,444200,2240600,6,4,40,4,1,31,"High","6–10","<=35","4–5"
"318","E0318","Female",25,"Bachelors","Operations",2,3,834000,93600,4,2019-08-11,"Bangalore",5.4,"No",628300,205700,927600,6,10,20,2,5,39,"Medium","0–5","36–40","8–10"
"319","E0319","Female",21,"Masters","Sales",2,0,894000,94800,4,2014-11-29,"Delhi",10.1,"No",741100,152900,988800,8,5,46,1,5,40,"Medium","0–5","36–40","4–5"
"320","E0320","Male",27,"Bachelors","Operations",1,5,445000,15000,3,2011-01-16,"Mumbai",14,"No",361700,83300,460000,4,7,31,1,2,41,"Low","0–5","41–45","6–7"
"321","E0321","Male",33,"High School","Marketing",4,6,1638000,283300,3,2011-10-18,"Pune",13.2,"No",1242900,395100,1921300,5,4,26,1,6,46,"High","6–10","46–50","4–5"
"322","E0322","Female",23,"Bachelors","Finance",3,0,1248000,160400,3,2022-05-31,"Pune",2.6,"No",1043600,204400,1408400,7,4,40,1,3,42,"Medium","0–5","41–45","4–5"
"323","E0323","Female",27,"PhD","Sales",3,4,1517000,166900,3,2017-08-01,"Delhi",7.4,"Yes",1144500,372500,1683900,10,7,45,3,1,46,"High","0–5","46–50","6–7"
"324","E0324","Male",21,"Bachelors","Marketing",2,0,546000,61000,4,2014-04-15,"Bangalore",10.7,"Yes",430800,115200,607000,7,5,56,2,3,39,"Low","0–5","36–40","4–5"
"325","E0325","Female",27,"PhD","Finance",1,5,677000,41800,4,2023-11-24,"Mumbai",1.1,"No",549200,127800,718800,4,5,45,1,5,46,"Low","0–5","46–50","4–5"
"326","E0326","Female",43,"Bachelors","Sales",3,19,1256000,178100,4,2010-12-04,"Pune",14.1,"No",1023600,232400,1434100,4,6,36,1,4,39,"Medium","11–20","36–40","6–7"
"327","E0327","Other",23,"Masters","Finance",2,0,848000,51500,2,2012-09-28,"Pune",12.3,"Yes",745000,103000,899500,4,3,49,0,8,47,"Medium","0–5","46–50","1–3"
"328","E0328","Female",34,"Masters","IT",4,9,2032000,95700,1,2018-03-27,"Bangalore",6.8,"No",1553400,478600,2127700,5,6,52,0,4,34,"High","6–10","<=35","6–7"
"329","E0329","Female",27,"Bachelors","Sales",2,2,1009000,98400,4,2023-02-13,"Bangalore",1.9,"No",843400,165600,1107400,7,6,48,3,4,39,"Medium","0–5","36–40","6–7"
"330","E0330","Male",44,"Masters","Operations",3,22,1595000,247400,4,2011-06-28,"Pune",13.5,"No",1398500,196500,1842400,10,10,42,0,5,42,"High","20+","41–45","8–10"
"331","E0331","Male",21,"Masters","IT",3,0,1282000,157100,3,2015-04-17,"Pune",9.7,"No",1114500,167500,1439100,7,6,45,1,6,32,"High","0–5","<=35","6–7"
"332","E0332","Female",23,"Bachelors","Sales",2,0,637000,88300,5,2023-01-19,"Hyderabad",2,"No",519200,117800,725300,3,10,33,1,3,46,"Low","0–5","46–50","8–10"
"333","E0333","Male",28,"Masters","Operations",4,6,1826000,560800,5,2015-04-23,"Bangalore",9.7,"No",1634800,191200,2386800,5,9,26,0,3,39,"High","6–10","36–40","8–10"
"334","E0334","Male",21,"Masters","Marketing",1,0,456000,29100,3,2011-05-15,"Bangalore",13.6,"Yes",383900,72100,485100,7,3,42,0,3,41,"Low","0–5","41–45","1–3"
"335","E0335","Female",33,"Bachelors","Marketing",4,4,1609000,230300,2,2017-09-18,"Pune",7.3,"No",1377800,231200,1839300,3,5,29,2,6,41,"High","0–5","41–45","4–5"
"336","E0336","Male",22,"Bachelors","IT",2,0,821000,100400,4,2017-08-15,"Pune",7.4,"No",736800,84200,921400,3,6,50,0,4,38,"Medium","0–5","36–40","6–7"
"337","E0337","Male",31,"Masters","IT",1,6,357000,13200,3,2011-04-27,"Bangalore",13.7,"No",284300,72700,370200,4,3,46,1,3,36,"Low","6–10","36–40","1–3"
"338","E0338","Male",23,"Masters","HR",1,1,375000,10100,2,2014-09-01,"Pune",10.3,"No",328200,46800,385100,7,8,49,1,3,34,"Low","0–5","<=35","8–10"
"339","E0339","Male",46,"High School","HR",4,22,2049000,453700,4,2022-05-21,"Pune",2.6,"No",1751000,298000,2502700,9,7,49,0,2,42,"High","20+","41–45","6–7"
"340","E0340","Other",26,"Masters","HR",1,4,578000,17800,2,2015-03-09,"Mumbai",9.8,"No",443700,134300,595800,6,2,31,5,2,47,"Low","0–5","46–50","1–3"
"341","E0341","Female",24,"Bachelors","Operations",3,0,1167000,143600,3,2020-01-20,"Pune",5,"No",976800,190200,1310600,3,3,45,1,6,42,"Medium","0–5","41–45","1–3"
"342","E0342","Female",30,"Masters","IT",4,8,1949000,354500,3,2014-06-22,"Hyderabad",10.5,"No",1716000,233000,2303500,5,9,35,0,8,45,"High","6–10","41–45","8–10"
"343","E0343","Male",35,"Bachelors","HR",4,12,1999000,607100,5,2017-03-22,"Mumbai",7.8,"No",1792300,206700,2606100,9,7,34,0,7,41,"High","11–20","41–45","6–7"
"344","E0344","Female",27,"Bachelors","HR",3,0,1014000,120100,3,2011-01-13,"Pune",14,"No",767700,246300,1134100,8,9,60,2,7,42,"Medium","0–5","41–45","8–10"
"345","E0345","Male",32,"Masters","IT",3,10,1520000,230800,4,2015-05-29,"Pune",9.6,"No",1188000,332000,1750800,7,5,50,0,6,44,"High","6–10","41–45","4–5"
"346","E0346","Female",26,"PhD","IT",1,3,847000,47800,4,2020-04-05,"Bangalore",4.7,"No",762000,85000,894800,8,2,36,0,4,44,"Medium","0–5","41–45","1–3"
"347","E0347","Other",28,"Bachelors","Operations",2,1,772000,99300,5,2019-03-18,"Mumbai",5.8,"No",653400,118600,871300,7,4,37,0,4,43,"Low","0–5","41–45","4–5"
"348","E0348","Female",33,"Masters","Sales",4,4,1807000,407900,4,2024-10-02,"Delhi",0.2,"No",1607300,199700,2214900,6,6,46,0,4,41,"High","0–5","41–45","6–7"
"349","E0349","Female",31,"Masters","Finance",4,1,2014000,461100,4,2014-04-01,"Mumbai",10.8,"No",1626200,387800,2475100,9,2,48,4,4,52,"High","0–5","50+","1–3"
"350","E0350","Male",24,"Masters","Finance",3,2,1218000,129200,3,2014-02-12,"Pune",10.9,"No",924400,293600,1347200,5,7,34,0,2,46,"Medium","0–5","46–50","6–7"
"351","E0351","Female",36,"Bachelors","Marketing",4,14,2233000,550100,4,2022-10-04,"Pune",2.2,"No",1694100,538900,2783100,6,5,29,2,3,43,"High","11–20","41–45","4–5"
"352","E0352","Other",31,"Bachelors","R&D",2,6,921000,91600,3,2019-04-13,"Pune",5.7,"No",718400,202600,1012600,7,7,39,2,4,49,"Medium","6–10","46–50","6–7"
"353","E0353","Male",34,"Bachelors","Sales",4,10,1865000,210600,2,2010-01-02,"Pune",15,"No",1571300,293700,2075600,7,3,45,0,6,46,"High","6–10","46–50","1–3"
"354","E0354","Female",34,"Bachelors","Marketing",3,7,1111000,240600,5,2011-04-20,"Hyderabad",13.7,"No",989800,121200,1351600,2,7,24,1,1,38,"Medium","6–10","36–40","6–7"
"355","E0355","Male",41,"Bachelors","Finance",3,18,1508000,182700,3,2020-01-02,"Bangalore",5,"No",1239500,268500,1690700,4,4,52,0,2,35,"High","11–20","<=35","4–5"
"356","E0356","Other",32,"Masters","IT",1,9,808000,28500,2,2010-07-09,"Pune",14.5,"No",620900,187100,836500,10,6,41,1,5,44,"Medium","6–10","41–45","6–7"
"357","E0357","Male",28,"Bachelors","IT",3,0,1276000,153900,3,2012-04-01,"Chennai",12.8,"No",991200,284800,1429900,2,3,32,1,2,45,"Medium","0–5","41–45","1–3"
"358","E0358","Female",25,"High School","Sales",1,2,516000,46200,5,2020-02-13,"Pune",4.9,"No",463800,52200,562200,6,5,24,1,1,42,"Low","0–5","41–45","4–5"
"359","E0359","Female",30,"Bachelors","Sales",4,5,1683000,304700,3,2014-06-29,"Delhi",10.5,"No",1443200,239800,1987700,9,9,47,4,1,46,"High","0–5","46–50","8–10"
"360","E0360","Male",25,"Masters","Finance",1,1,714000,40300,4,2015-01-21,"Chennai",10,"No",632700,81300,754300,7,8,86,1,2,50,"Low","0–5","46–50","8–10"
"361","E0361","Female",22,"Masters","Operations",1,0,407000,27000,4,2017-05-06,"Chennai",7.7,"No",334100,72900,434000,7,9,57,2,6,32,"Low","0–5","<=35","8–10"
"362","E0362","Female",31,"Bachelors","Marketing",3,9,1233000,262300,5,2014-11-09,"Mumbai",10.2,"No",1072400,160600,1495300,4,7,29,0,8,38,"Medium","6–10","36–40","6–7"
"363","E0363","Male",21,"High School","Sales",1,0,510000,24300,3,2023-12-28,"Pune",1,"No",387200,122800,534300,5,8,56,2,5,48,"Low","0–5","46–50","8–10"
"364","E0364","Female",40,"Bachelors","R&D",4,18,1929000,427800,4,2010-05-27,"Bangalore",14.6,"No",1540900,388100,2356800,2,2,48,2,4,42,"High","11–20","41–45","1–3"
"365","E0365","Female",30,"Bachelors","Finance",3,3,1142000,118200,3,2012-10-05,"Pune",12.2,"No",907900,234100,1260200,7,2,24,1,6,49,"Medium","0–5","46–50","1–3"
"366","E0366","Male",28,"Bachelors","Sales",3,6,1142000,185300,4,2013-09-23,"Chennai",11.3,"No",1019700,122300,1327300,7,5,35,3,3,40,"Medium","6–10","36–40","4–5"
"367","E0367","Female",34,"Bachelors","Sales",4,12,1633000,204700,2,2017-09-27,"Chennai",7.3,"Yes",1428000,205000,1837700,6,1,71,0,4,44,"High","11–20","41–45","1–3"
"368","E0368","Female",30,"Masters","Operations",3,8,1296000,147800,3,2017-09-10,"Delhi",7.3,"No",1083200,212800,1443800,5,6,56,2,4,36,"High","6–10","36–40","6–7"
"369","E0369","Female",34,"Bachelors","Marketing",2,7,954000,78500,3,2013-11-14,"Bangalore",11.1,"No",792400,161600,1032500,10,10,29,1,6,44,"Medium","6–10","41–45","8–10"
"370","E0370","Male",21,"Bachelors","Operations",1,0,281000,12100,3,2021-08-05,"Chennai",3.4,"No",247000,34000,293100,7,8,52,0,3,45,"Low","0–5","41–45","8–10"
"371","E0371","Female",34,"Bachelors","R&D",1,8,588000,20100,2,2018-03-24,"Mumbai",6.8,"No",457900,130100,608100,9,6,38,3,6,43,"Low","6–10","41–45","6–7"
"372","E0372","Female",21,"Bachelors","Finance",1,0,453000,30700,4,2017-05-12,"Pune",7.6,"No",359000,94000,483700,8,6,59,1,6,43,"Low","0–5","41–45","6–7"
"373","E0373","Male",27,"Bachelors","Sales",2,0,693000,41300,3,2011-05-29,"Mumbai",13.6,"No",546500,146500,734300,5,10,32,1,5,47,"Low","0–5","46–50","8–10"
"374","E0374","Female",28,"Masters","Finance",5,4,2823000,466200,2,2011-06-28,"Chennai",13.5,"No",2452600,370400,3289200,9,8,55,2,3,47,"High","0–5","46–50","8–10"
"375","E0375","Male",23,"Masters","Sales",2,0,823000,55000,3,2015-08-20,"Chennai",9.4,"No",711900,111100,878000,5,6,29,0,1,35,"Medium","0–5","<=35","6–7"
"376","E0376","Other",38,"High School","Sales",4,12,1797000,398300,4,2010-08-30,"Chennai",14.4,"No",1392300,404700,2195300,7,4,53,2,5,36,"High","11–20","36–40","4–5"
"377","E0377","Male",29,"Bachelors","HR",2,7,1038000,99200,3,2015-11-20,"Pune",9.1,"No",813400,224600,1137200,8,7,40,0,7,51,"Medium","6–10","50+","6–7"
"378","E0378","Female",36,"PhD","Finance",4,13,2141000,410700,3,2017-04-11,"Mumbai",7.7,"No",1700800,440200,2551700,7,7,41,0,8,40,"High","11–20","36–40","6–7"
"379","E0379","Female",21,"Bachelors","IT",1,0,390000,22500,3,2022-11-07,"Bangalore",2.2,"No",327600,62400,412500,6,6,50,1,2,41,"Low","0–5","41–45","6–7"
"380","E0380","Other",21,"Masters","HR",1,0,312000,9800,2,2022-04-10,"Delhi",2.7,"No",254100,57900,321800,8,8,44,0,7,40,"Low","0–5","36–40","8–10"
"381","E0381","Male",29,"Masters","Sales",4,6,1866000,358000,3,2016-04-01,"Bangalore",8.8,"No",1470500,395500,2224000,6,7,18,0,5,34,"High","6–10","<=35","6–7"
"382","E0382","Male",25,"Bachelors","IT",2,3,780000,52900,3,2010-05-21,"Pune",14.6,"Yes",688600,91400,832900,8,5,31,0,3,48,"Low","0–5","46–50","4–5"
"383","E0383","Female",29,"High School","HR",2,5,801000,67300,4,2022-03-14,"Pune",2.8,"No",718500,82500,868300,7,4,30,0,6,53,"Medium","0–5","50+","4–5"
"384","E0384","Male",30,"Bachelors","Sales",2,8,798000,58800,4,2023-05-27,"Pune",1.6,"No",667000,131000,856800,6,7,46,0,4,44,"Medium","6–10","41–45","6–7"
"385","E0385","Male",24,"High School","HR",2,0,610000,84300,5,2010-05-10,"Pune",14.7,"No",522400,87600,694300,1,8,48,2,1,41,"Low","0–5","41–45","8–10"
"386","E0386","Male",25,"Bachelors","IT",2,3,651000,67900,4,2024-04-06,"Bangalore",0.7,"No",520000,131000,718900,6,10,35,2,6,44,"Low","0–5","41–45","8–10"
"387","E0387","Female",37,"Bachelors","Operations",5,11,2736000,867600,4,2018-07-20,"Delhi",6.5,"Yes",2306600,429400,3603600,6,6,25,1,5,52,"High","11–20","50+","6–7"
"388","E0388","Female",26,"High School","Marketing",2,4,657000,40000,2,2024-01-23,"Pune",0.9,"Yes",507300,149700,697000,7,2,74,1,2,44,"Low","0–5","41–45","1–3"
"389","E0389","Female",38,"Bachelors","IT",3,15,1257000,60900,1,2017-08-08,"Bangalore",7.4,"No",1077900,179100,1317900,7,6,45,0,5,38,"Medium","11–20","36–40","6–7"
"390","E0390","Female",21,"Bachelors","Marketing",1,0,320000,15000,3,2018-12-16,"Delhi",6,"No",251100,68900,335000,7,9,22,2,2,40,"Low","0–5","36–40","8–10"
"391","E0391","Other",21,"PhD","Operations",1,0,595000,37300,3,2012-05-22,"Chennai",12.6,"No",471500,123500,632300,5,3,19,3,4,42,"Low","0–5","41–45","1–3"
"392","E0392","Female",26,"Masters","IT",2,4,1059000,74600,2,2014-07-14,"Hyderabad",10.5,"No",893300,165700,1133600,5,3,18,1,4,40,"Medium","0–5","36–40","1–3"
"393","E0393","Male",21,"Bachelors","Sales",2,0,767000,69400,3,2015-08-29,"Pune",9.4,"No",664300,102700,836400,3,6,34,1,5,45,"Low","0–5","41–45","6–7"
"394","E0394","Male",25,"Bachelors","Finance",3,0,1233000,155300,3,2024-06-23,"Bangalore",0.5,"No",1043100,189900,1388300,9,1,40,3,7,40,"Medium","0–5","36–40","1–3"
"395","E0395","Female",31,"Masters","HR",3,6,1409000,104200,2,2019-03-24,"Mumbai",5.8,"No",1147400,261600,1513200,9,6,55,0,5,46,"High","6–10","46–50","6–7"
"396","E0396","Female",36,"High School","HR",4,12,1741000,309100,3,2019-03-31,"Mumbai",5.8,"No",1407000,334000,2050100,10,8,44,0,3,41,"High","11–20","41–45","8–10"
"397","E0397","Female",36,"Masters","Sales",3,12,1522000,127200,2,2020-10-19,"Bangalore",4.2,"No",1243100,278900,1649200,3,9,17,0,3,51,"High","11–20","50+","8–10"
"398","E0398","Female",21,"Masters","Operations",1,0,518000,34400,4,2019-02-06,"Chennai",5.9,"No",408000,110000,552400,9,5,55,0,4,48,"Low","0–5","46–50","4–5"
"399","E0399","Female",37,"Bachelors","Operations",3,11,1404000,234700,4,2022-05-15,"Delhi",2.6,"No",1193900,210100,1638700,5,4,40,1,3,46,"High","11–20","46–50","4–5"
"400","E0400","Other",26,"Bachelors","HR",3,2,930000,131900,4,2021-10-31,"Bangalore",3.2,"No",700200,229800,1061900,6,6,29,2,1,40,"Medium","0–5","36–40","6–7"
"401","E0401","Other",22,"Bachelors","Marketing",3,0,1007000,34700,1,2018-11-02,"Hyderabad",6.2,"Yes",888700,118300,1041700,6,9,40,1,4,42,"Medium","0–5","41–45","8–10"
"402","E0402","Female",21,"Bachelors","Operations",2,0,810000,83800,4,2017-04-02,"Hyderabad",7.8,"No",686200,123800,893800,9,8,42,1,6,37,"Medium","0–5","36–40","8–10"
"403","E0403","Male",36,"Bachelors","Sales",3,10,1449000,48200,1,2011-03-16,"Pune",13.8,"No",1210800,238200,1497200,2,6,37,0,4,40,"High","6–10","36–40","6–7"
"404","E0404","Male",28,"Masters","HR",2,3,790000,72000,3,2024-02-14,"Mumbai",0.9,"No",634500,155500,862000,7,7,25,1,3,41,"Medium","0–5","41–45","6–7"
"405","E0405","Female",25,"Bachelors","R&D",2,3,855000,67000,3,2020-11-07,"Pune",4.2,"No",765800,89200,922000,8,6,33,1,3,51,"Medium","0–5","50+","6–7"
"406","E0406","Female",25,"High School","Sales",2,0,725000,55900,4,2023-03-08,"Bangalore",1.8,"No",596200,128800,780900,7,8,35,3,5,37,"Low","0–5","36–40","8–10"
"407","E0407","Male",46,"Masters","Sales",5,24,3046000,754200,3,2023-10-08,"Chennai",1.2,"No",2446000,6e+05,3800200,8,5,27,3,5,40,"High","20+","36–40","4–5"
"408","E0408","Female",36,"PhD","Operations",3,12,1532000,242200,4,2014-03-07,"Delhi",10.8,"No",1251300,280700,1774200,6,5,71,1,2,47,"High","11–20","46–50","4–5"
"409","E0409","Female",33,"Bachelors","Marketing",5,7,2715000,657800,3,2015-09-04,"Chennai",9.3,"No",2135200,579800,3372800,9,6,9,3,2,35,"High","6–10","<=35","6–7"
"410","E0410","Male",21,"PhD","Finance",2,0,1131000,76200,3,2014-08-24,"Delhi",10.4,"No",851700,279300,1207200,6,8,27,5,3,52,"Medium","0–5","50+","8–10"
"411","E0411","Female",31,"Masters","R&D",2,9,957000,76700,3,2023-07-24,"Pune",1.4,"Yes",761700,195300,1033700,5,7,21,1,6,40,"Medium","6–10","36–40","6–7"
"412","E0412","Male",25,"PhD","Operations",1,0,647000,30600,2,2017-05-31,"Pune",7.6,"No",530400,116600,677600,8,8,40,1,9,42,"Low","0–5","41–45","8–10"
"413","E0413","Female",27,"Masters","IT",3,0,1372000,207500,4,2023-03-12,"Delhi",1.8,"No",1143000,229000,1579500,6,6,27,4,5,43,"High","0–5","41–45","6–7"
"414","E0414","Male",36,"Bachelors","IT",4,14,1753000,555900,5,2016-07-23,"Mumbai",8.4,"No",1568300,184700,2308900,7,6,53,0,8,49,"High","11–20","46–50","6–7"
"415","E0415","Female",24,"Bachelors","R&D",4,2,2035000,504700,4,2016-11-17,"Pune",8.1,"No",1809500,225500,2539700,4,2,47,1,7,39,"High","0–5","36–40","1–3"
"416","E0416","Female",21,"Masters","IT",1,0,572000,29900,4,2021-04-30,"Chennai",3.7,"No",512000,60000,601900,7,3,49,1,2,52,"Low","0–5","50+","1–3"
"417","E0417","Male",36,"Masters","Sales",4,14,1885000,355600,3,2017-04-02,"Mumbai",7.8,"No",1618800,266200,2240600,9,8,37,2,6,31,"High","11–20","<=35","8–10"
"418","E0418","Female",26,"Bachelors","Finance",2,4,830000,45600,2,2019-08-25,"Mumbai",5.4,"No",630800,199200,875600,10,4,29,2,5,49,"Medium","0–5","46–50","4–5"
"419","E0419","Female",28,"High School","Operations",4,6,2008000,474800,4,2018-08-12,"Delhi",6.4,"No",1511700,496300,2482800,4,8,19,3,11,42,"High","6–10","41–45","8–10"
"420","E0420","Female",31,"Bachelors","Sales",2,5,694000,84400,4,2021-10-04,"Bangalore",3.2,"No",573800,120200,778400,7,6,34,3,2,46,"Low","0–5","46–50","6–7"
"421","E0421","Male",32,"High School","Operations",2,10,621000,55800,3,2018-06-04,"Bangalore",6.6,"No",526300,94700,676800,6,8,33,0,3,42,"Low","6–10","41–45","8–10"
"422","E0422","Male",21,"Masters","R&D",1,0,684000,20600,2,2012-08-27,"Delhi",12.4,"No",514900,169100,704600,6,5,32,2,3,42,"Low","0–5","41–45","4–5"
"423","E0423","Male",37,"Bachelors","Sales",5,11,2905000,900500,4,2016-08-08,"Delhi",8.4,"No",2597500,307500,3805500,7,9,44,0,1,40,"High","11–20","36–40","8–10"
"424","E0424","Female",34,"PhD","Finance",3,11,1532000,244600,4,2016-02-05,"Delhi",8.9,"No",1212700,319300,1776600,8,10,46,0,6,45,"High","11–20","41–45","8–10"
"425","E0425","Male",30,"Masters","Operations",2,5,947000,103500,4,2014-02-13,"Pune",10.9,"No",810000,137000,1050500,5,5,19,1,5,48,"Medium","0–5","46–50","4–5"
"426","E0426","Male",23,"Bachelors","Finance",2,0,889000,81900,3,2010-10-25,"Hyderabad",14.2,"No",794600,94400,970900,2,2,57,0,4,43,"Medium","0–5","41–45","1–3"
"427","E0427","Female",21,"Masters","IT",1,0,444000,28500,3,2018-11-14,"Hyderabad",6.1,"No",380000,64000,472500,5,7,31,0,4,37,"Low","0–5","36–40","6–7"
"428","E0428","Female",24,"PhD","R&D",1,0,922000,61900,4,2022-09-29,"Mumbai",2.3,"No",801800,120200,983900,5,1,53,2,7,44,"Medium","0–5","41–45","1–3"
"429","E0429","Female",21,"PhD","Finance",1,0,688000,35600,3,2020-10-11,"Delhi",4.2,"No",564900,123100,723600,7,7,11,2,3,47,"Low","0–5","46–50","6–7"
"430","E0430","Male",21,"Bachelors","Marketing",1,0,423000,16700,2,2022-11-23,"Pune",2.1,"No",340500,82500,439700,2,7,45,1,6,49,"Low","0–5","46–50","6–7"
"431","E0431","Male",34,"High School","Marketing",3,8,1419000,185700,3,2018-02-06,"Pune",6.9,"No",1079700,339300,1604700,8,7,33,2,4,44,"High","6–10","41–45","6–7"
"432","E0432","Male",21,"Bachelors","Finance",3,0,1180000,143600,3,2022-03-14,"Mumbai",2.8,"No",946300,233700,1323600,3,3,23,3,1,39,"Medium","0–5","36–40","1–3"
"433","E0433","Female",24,"High School","IT",3,0,1247000,189700,4,2019-09-30,"Delhi",5.3,"No",1014500,232500,1436700,4,4,4,0,0,45,"Medium","0–5","41–45","4–5"
"434","E0434","Other",21,"High School","Marketing",1,0,261000,14200,4,2022-10-05,"Mumbai",2.2,"No",214000,47000,275200,7,10,39,1,2,40,"Low","0–5","36–40","8–10"
"435","E0435","Female",24,"Bachelors","IT",2,2,882000,70700,3,2023-04-22,"Mumbai",1.7,"No",741600,140400,952700,7,5,18,2,8,41,"Medium","0–5","41–45","4–5"
"436","E0436","Male",21,"Bachelors","Operations",2,0,685000,93100,5,2014-03-14,"Delhi",10.8,"No",525900,159100,778100,5,7,44,3,2,35,"Low","0–5","<=35","6–7"
"437","E0437","Female",37,"Masters","IT",4,10,2022000,364000,3,2023-06-23,"Pune",1.5,"Yes",1782600,239400,2386000,5,3,23,3,5,33,"High","6–10","<=35","1–3"
"438","E0438","Male",33,"High School","Operations",5,11,2782000,684500,3,2022-03-12,"Mumbai",2.8,"No",2311800,470200,3466500,9,4,22,1,6,40,"High","11–20","36–40","4–5"
"439","E0439","Female",29,"Masters","IT",3,7,1224000,139600,3,2024-11-07,"Hyderabad",0.2,"No",1051600,172400,1363600,8,9,43,3,5,49,"Medium","6–10","46–50","8–10"
"440","E0440","Female",25,"Masters","Marketing",2,0,947000,107300,4,2016-07-02,"Delhi",8.5,"No",738700,208300,1054300,8,5,35,1,3,42,"Medium","0–5","41–45","4–5"
"441","E0441","Female",25,"Bachelors","Operations",1,3,769000,37300,3,2013-05-27,"Pune",11.6,"No",679100,89900,806300,7,9,30,2,3,39,"Low","0–5","36–40","8–10"
"442","E0442","Male",22,"Masters","Sales",1,0,497000,40100,4,2021-09-20,"Mumbai",3.3,"No",379300,117700,537100,8,10,37,1,2,49,"Low","0–5","46–50","8–10"
"443","E0443","Male",21,"Bachelors","IT",1,0,612000,35000,4,2018-05-25,"Chennai",6.6,"No",465300,146700,647000,8,6,36,2,4,40,"Low","0–5","36–40","6–7"
